what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302401325355
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302401325356
os,sysinfo,,,"win32",1302401325359
arch,sysinfo,,,"x86",1302401325359
ws,sysinfo,,,"win32",1302401325359
locale,sysinfo,,,"en_GB",1302401325360
processors,sysinfo,,,"3",1302401325360
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302401325360
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1302401325360
java.specification.name,sysinfo,,,"Java Platform API Specification",1302401325360
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302401325360
java.specification.version,sysinfo,,,"1.6",1302401325360
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302401325360
java.version,sysinfo,,,"1.6.0_23",1302401325360
java.vm.info,sysinfo,,,"mixed mode, sharing",1302401325360
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1302401325360
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302401325360
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302401325360
java.vm.specification.version,sysinfo,,,"1.0",1302401325360
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302401325360
java.vm.version,sysinfo,,,"19.0-b09",1302401325360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302401350616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302401393291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302401395496
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401405813
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401405978
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401406137
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401406289
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401406432
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401406608
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1302401410018
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1302401414470
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1302401507879
