what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1305282528315
os,sysinfo,,,"win32",1305282528318
arch,sysinfo,,,"x86",1305282528318
ws,sysinfo,,,"win32",1305282528318
locale,sysinfo,,,"en_GB",1305282528318
processors,sysinfo,,,"3",1305282528318
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1305282528319
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1305282528319
java.specification.name,sysinfo,,,"Java Platform API Specification",1305282528319
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305282528319
java.specification.version,sysinfo,,,"1.6",1305282528319
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1305282528319
java.version,sysinfo,,,"1.6.0_23",1305282528319
java.vm.info,sysinfo,,,"mixed mode, sharing",1305282528319
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1305282528319
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1305282528319
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305282528319
java.vm.specification.version,sysinfo,,,"1.0",1305282528319
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1305282528319
java.vm.version,sysinfo,,,"19.0-b09",1305282528319
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1305282529448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305282531132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305282533026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305282536267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305282542320
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1305282542592
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305282542809
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1305282543779
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1305282544195
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1305282544322
